Orthogroup	lk	ln	lp	ls
OG0003965	TRINITY_GG_13459_c2_g1_i6.p1	TRINITY_GG_27931_c3_g1_i20.p1	TRINITY_GG_1609_c5_g1_i13.p1	TRINITY_GG_25868_c0_g1_i2.p1
OG0003966	TRINITY_GG_13459_c4_g1_i2.p1	TRINITY_GG_27931_c52_g1_i1.p1	TRINITY_GG_1609_c1_g1_i1.p1	TRINITY_GG_25868_c3_g1_i1.p1
OG0003967	TRINITY_GG_13459_c5_g2_i1.p1	TRINITY_GG_27931_c0_g1_i7.p1	TRINITY_GG_1609_c3_g1_i19.p1	TRINITY_GG_25867_c3_g1_i2.p2
OG0003968	TRINITY_GG_13462_c0_g1_i3.p1	TRINITY_GG_2131_c0_g1_i6.p2	TRINITY_GG_7423_c1_g1_i2.p3	TRINITY_GG_3248_c1_g1_i7.p2
OG0003969	TRINITY_GG_13462_c3_g2_i9.p1	TRINITY_GG_2131_c4_g1_i9.p1	TRINITY_GG_7423_c3_g1_i1.p1	TRINITY_GG_3248_c4_g5_i1.p1
OG0003971	TRINITY_GG_13462_c7_g1_i1.p1	TRINITY_GG_2131_c1_g1_i2.p1	TRINITY_GG_7423_c5_g1_i1.p1	TRINITY_GG_3248_c10_g1_i6.p1
OG0003972	TRINITY_GG_13463_c0_g2_i4.p1	TRINITY_GG_10237_c0_g1_i1.p1	TRINITY_GG_16411_c0_g1_i7.p1	TRINITY_GG_9370_c0_g2_i2.p1
OG0003973	TRINITY_GG_13464_c1_g1_i1.p1	TRINITY_GG_10236_c0_g1_i16.p1	TRINITY_GG_16414_c1_g1_i1.p1	TRINITY_GG_9371_c1_g1_i3.p1
OG0003974	TRINITY_GG_13465_c0_g1_i3.p1	TRINITY_GG_10236_c2_g1_i1.p1	TRINITY_GG_16415_c0_g1_i2.p1	TRINITY_GG_9371_c2_g1_i1.p1
OG0003975	TRINITY_GG_13468_c1_g1_i2.p1	TRINITY_GG_22959_c0_g1_i6.p1	TRINITY_GG_34768_c6_g2_i1.p1	TRINITY_GG_26089_c0_g1_i14.p1
OG0003976	TRINITY_GG_13470_c2_g2_i1.p1	TRINITY_GG_22957_c0_g1_i3.p1	TRINITY_GG_34778_c0_g2_i1.p1	TRINITY_GG_26078_c2_g1_i5.p1
OG0003977	TRINITY_GG_13475_c0_g1_i3.p1	TRINITY_GG_22951_c0_g1_i4.p1	TRINITY_GG_34781_c1_g2_i15.p1	TRINITY_GG_26091_c0_g1_i8.p1
OG0003978	TRINITY_GG_13482_c0_g1_i28.p1	TRINITY_GG_34436_c0_g1_i10.p1	TRINITY_GG_30792_c0_g1_i12.p1	TRINITY_GG_13721_c0_g1_i22.p1
OG0003979	TRINITY_GG_13488_c0_g1_i6.p1	TRINITY_GG_8867_c0_g1_i4.p1	TRINITY_GG_16209_c0_g1_i11.p1	TRINITY_GG_28379_c0_g1_i4.p1
OG0003981	TRINITY_GG_134_c0_g1_i3.p1	TRINITY_GG_34728_c1_g1_i18.p1	TRINITY_GG_31765_c1_g1_i36.p1	TRINITY_GG_35703_c0_g1_i101.p1
OG0003982	TRINITY_GG_134_c0_g1_i3.p2	TRINITY_GG_34728_c1_g1_i18.p2	TRINITY_GG_31765_c1_g1_i36.p2	TRINITY_GG_35703_c0_g1_i101.p2
OG0003983	TRINITY_GG_134_c0_g1_i3.p3	TRINITY_GG_34728_c1_g1_i18.p4	TRINITY_GG_31765_c1_g1_i36.p4	TRINITY_GG_35703_c0_g1_i101.p4
OG0003984	TRINITY_GG_134_c0_g1_i3.p4	TRINITY_GG_34728_c1_g1_i18.p3	TRINITY_GG_31765_c1_g1_i36.p3	TRINITY_GG_35703_c0_g1_i101.p3
OG0003985	TRINITY_GG_134_c3_g1_i47.p1	TRINITY_GG_34728_c2_g1_i118.p1	TRINITY_GG_31765_c0_g1_i45.p1	TRINITY_GG_35703_c11_g1_i24.p1
OG0003986	TRINITY_GG_134_c5_g2_i2.p1	TRINITY_GG_34728_c3_g1_i4.p2	TRINITY_GG_20959_c0_g1_i33.p3	TRINITY_GG_35703_c3_g1_i8.p1
OG0003987	TRINITY_GG_134_c75_g1_i1.p1	TRINITY_GG_34728_c4_g1_i2.p1	TRINITY_GG_31765_c22_g1_i3.p1	TRINITY_GG_35703_c5_g2_i1.p1
OG0003988	TRINITY_GG_134_c8_g1_i2.p1	TRINITY_GG_34728_c5_g1_i1.p1	TRINITY_GG_31765_c4_g1_i3.p1	TRINITY_GG_35703_c4_g1_i3.p1
OG0003989	TRINITY_GG_134_c9_g1_i1.p1	TRINITY_GG_34728_c4_g3_i3.p1	TRINITY_GG_31765_c6_g1_i2.p1	TRINITY_GG_35703_c5_g1_i1.p1
OG0003990	TRINITY_GG_13502_c0_g1_i83.p1	TRINITY_GG_2146_c0_g1_i2.p1	TRINITY_GG_29572_c0_g1_i18.p1	TRINITY_GG_27169_c0_g1_i3.p1
OG0003991	TRINITY_GG_13502_c12_g1_i29.p3	TRINITY_GG_2146_c2_g1_i19.p3	TRINITY_GG_29572_c3_g1_i29.p2	TRINITY_GG_27169_c13_g1_i1.p1
OG0003992	TRINITY_GG_13502_c12_g1_i29.p1	TRINITY_GG_2146_c2_g1_i19.p1	TRINITY_GG_29572_c3_g1_i29.p1	TRINITY_GG_27169_c2_g1_i5.p1
OG0003993	TRINITY_GG_13502_c1_g1_i4.p1	TRINITY_GG_2146_c1_g1_i5.p1	TRINITY_GG_29572_c4_g1_i4.p1	TRINITY_GG_27169_c3_g1_i3.p1
OG0003994	TRINITY_GG_13502_c2_g1_i1.p1	TRINITY_GG_2146_c3_g1_i15.p2	TRINITY_GG_29572_c2_g1_i8.p1	TRINITY_GG_27169_c1_g1_i38.p2
OG0003995	TRINITY_GG_13502_c3_g1_i4.p2	TRINITY_GG_2146_c5_g1_i25.p2	TRINITY_GG_29572_c1_g1_i61.p2	TRINITY_GG_27169_c4_g1_i56.p6
OG0003996	TRINITY_GG_13502_c3_g1_i4.p1	TRINITY_GG_2146_c5_g1_i25.p1	TRINITY_GG_29572_c1_g1_i61.p1	TRINITY_GG_27169_c4_g1_i56.p5
OG0003997	TRINITY_GG_13502_c4_g1_i47.p1	TRINITY_GG_2146_c4_g1_i118.p2	TRINITY_GG_29572_c6_g1_i148.p2	TRINITY_GG_27169_c4_g1_i56.p2
OG0003998	TRINITY_GG_13502_c4_g2_i2.p1	TRINITY_GG_2146_c4_g1_i118.p1	TRINITY_GG_29572_c6_g1_i148.p1	TRINITY_GG_27169_c4_g1_i56.p1
OG0003999	TRINITY_GG_13502_c5_g1_i3.p1	TRINITY_GG_2146_c3_g1_i15.p1	TRINITY_GG_29572_c5_g1_i4.p1	TRINITY_GG_27169_c1_g1_i38.p1
OG0004000	TRINITY_GG_13502_c6_g1_i10.p1	TRINITY_GG_2146_c9_g1_i5.p1	TRINITY_GG_29572_c8_g1_i33.p1	TRINITY_GG_27169_c6_g1_i2.p1
OG0004001	TRINITY_GG_13502_c8_g1_i1.p1	TRINITY_GG_2146_c2_g1_i19.p4	TRINITY_GG_29572_c7_g1_i3.p1	TRINITY_GG_27169_c5_g1_i2.p1
OG0004002	TRINITY_GG_13518_c0_g1_i3.p1	TRINITY_GG_5820_c0_g1_i1.p1	TRINITY_GG_2658_c4_g1_i1.p1	TRINITY_GG_7531_c21_g1_i1.p1
OG0004003	TRINITY_GG_13519_c1_g2_i2.p1	TRINITY_GG_5818_c0_g1_i14.p1	TRINITY_GG_2658_c5_g1_i1.p1	TRINITY_GG_7531_c1_g1_i2.p1
OG0004004	TRINITY_GG_13519_c3_g1_i1.p2	TRINITY_GG_5818_c0_g1_i14.p3	TRINITY_GG_2658_c1_g1_i2.p2	TRINITY_GG_7531_c3_g1_i1.p2
OG0004005	TRINITY_GG_13519_c3_g1_i1.p1	TRINITY_GG_5818_c0_g1_i14.p2	TRINITY_GG_2658_c1_g1_i2.p1	TRINITY_GG_7531_c3_g1_i1.p1
OG0004006	TRINITY_GG_13526_c0_g1_i3.p1	TRINITY_GG_31607_c0_g1_i26.p1	TRINITY_GG_11834_c0_g1_i13.p1	TRINITY_GG_4000_c0_g1_i13.p1
OG0004007	TRINITY_GG_13532_c0_g1_i1.p2	TRINITY_GG_18386_c0_g1_i1.p2	TRINITY_GG_13764_c0_g1_i1.p2	TRINITY_GG_432_c20_g1_i1.p2
OG0004008	TRINITY_GG_13534_c0_g1_i1.p1	TRINITY_GG_18394_c0_g1_i1.p1	TRINITY_GG_13757_c0_g1_i1.p3	TRINITY_GG_431_c0_g1_i1.p1
OG0004009	TRINITY_GG_13548_c0_g1_i4.p1	TRINITY_GG_8934_c0_g1_i8.p1	TRINITY_GG_9866_c0_g1_i12.p1	TRINITY_GG_2851_c0_g1_i2.p1
OG0004010	TRINITY_GG_13572_c0_g1_i1.p1	TRINITY_GG_2810_c1_g1_i1.p1	TRINITY_GG_14670_c1_g1_i1.p1	TRINITY_GG_33200_c0_g1_i1.p1
OG0004011	TRINITY_GG_13574_c0_g1_i10.p1	TRINITY_GG_2810_c0_g1_i3.p1	TRINITY_GG_14670_c0_g1_i7.p1	TRINITY_GG_33203_c0_g1_i5.p1
OG0004012	TRINITY_GG_13579_c0_g1_i12.p3	TRINITY_GG_33804_c0_g1_i6.p3	TRINITY_GG_29875_c1_g1_i8.p3	TRINITY_GG_21367_c0_g1_i12.p3
OG0004013	TRINITY_GG_13579_c0_g1_i12.p1	TRINITY_GG_33804_c0_g1_i6.p1	TRINITY_GG_29875_c1_g1_i8.p1	TRINITY_GG_21367_c0_g1_i12.p1
OG0004014	TRINITY_GG_13583_c0_g1_i105.p1	TRINITY_GG_33806_c8_g1_i60.p2	TRINITY_GG_29874_c0_g1_i51.p3	TRINITY_GG_21365_c0_g1_i18.p1
OG0004015	TRINITY_GG_13583_c1_g1_i4.p1	TRINITY_GG_33806_c0_g1_i14.p1	TRINITY_GG_29874_c1_g1_i9.p1	TRINITY_GG_21365_c2_g1_i3.p1
OG0004016	TRINITY_GG_13593_c1_g1_i12.p2	TRINITY_GG_26941_c0_g1_i32.p2	TRINITY_GG_18911_c3_g1_i1.p1	TRINITY_GG_6554_c2_g1_i3.p2
OG0004017	TRINITY_GG_13596_c6_g1_i7.p1	TRINITY_GG_26943_c1_g1_i1.p1	TRINITY_GG_18912_c1_g1_i10.p1	TRINITY_GG_6554_c1_g1_i1.p1
OG0004018	TRINITY_GG_13596_c6_g2_i4.p1	TRINITY_GG_26943_c0_g2_i5.p1	TRINITY_GG_18912_c0_g2_i3.p1	TRINITY_GG_6554_c0_g1_i2.p1
OG0004019	TRINITY_GG_13603_c0_g2_i1.p1	TRINITY_GG_17801_c8_g1_i1.p1	TRINITY_GG_21244_c2_g2_i2.p1	TRINITY_GG_31101_c1_g1_i1.p1
OG0004020	TRINITY_GG_13612_c0_g1_i2.p1	TRINITY_GG_11628_c0_g1_i1.p1	TRINITY_GG_12137_c0_g1_i4.p1	TRINITY_GG_22113_c0_g1_i6.p1
OG0004021	TRINITY_GG_13621_c0_g1_i3.p1	TRINITY_GG_32392_c0_g1_i3.p1	TRINITY_GG_10679_c0_g1_i1.p1	TRINITY_GG_21599_c0_g1_i3.p1
OG0004022	TRINITY_GG_1367_c0_g1_i1.p1	TRINITY_GG_21623_c0_g1_i1.p1	TRINITY_GG_25661_c0_g1_i1.p1	TRINITY_GG_8108_c0_g1_i1.p1
OG0004023	TRINITY_GG_13687_c0_g1_i21.p1	TRINITY_GG_21426_c2_g2_i6.p1	TRINITY_GG_6622_c0_g1_i1.p1	TRINITY_GG_11297_c0_g1_i16.p1
OG0004024	TRINITY_GG_13687_c0_g1_i21.p2	TRINITY_GG_21426_c2_g2_i6.p2	TRINITY_GG_6622_c0_g1_i1.p2	TRINITY_GG_11297_c0_g1_i16.p2
OG0004025	TRINITY_GG_13687_c1_g1_i1.p1	TRINITY_GG_21427_c1_g2_i1.p1	TRINITY_GG_6622_c2_g2_i5.p1	TRINITY_GG_11295_c1_g2_i3.p1
OG0004026	TRINITY_GG_13688_c0_g1_i10.p3	TRINITY_GG_21426_c0_g1_i4.p3	TRINITY_GG_6622_c4_g1_i2.p2	TRINITY_GG_11296_c0_g1_i2.p3
OG0004027	TRINITY_GG_13706_c1_g1_i8.p2	TRINITY_GG_17891_c0_g1_i2.p1	TRINITY_GG_13232_c1_g1_i1.p1	TRINITY_GG_35345_c1_g1_i1.p1
OG0004028	TRINITY_GG_13706_c27_g1_i1.p1	TRINITY_GG_17890_c6_g1_i1.p1	TRINITY_GG_13225_c8_g1_i1.p1	TRINITY_GG_35343_c7_g1_i1.p1
OG0004029	TRINITY_GG_13714_c0_g1_i1.p1	TRINITY_GG_7269_c0_g1_i2.p1	TRINITY_GG_1662_c0_g1_i2.p1	TRINITY_GG_21470_c0_g1_i1.p1
OG0004030	TRINITY_GG_13714_c0_g2_i3.p1	TRINITY_GG_7269_c1_g1_i1.p1	TRINITY_GG_1673_c1_g1_i4.p1	TRINITY_GG_21463_c0_g1_i1.p1
OG0004031	TRINITY_GG_13719_c1_g1_i2.p4	TRINITY_GG_7260_c0_g1_i7.p2	TRINITY_GG_1667_c1_g1_i6.p3	TRINITY_GG_21462_c0_g1_i2.p1
OG0004033	TRINITY_GG_13735_c2_g1_i1.p1	TRINITY_GG_9513_c0_g1_i2.p1	TRINITY_GG_10356_c11_g1_i1.p1	TRINITY_GG_21056_c0_g1_i1.p1
OG0004034	TRINITY_GG_13737_c0_g1_i6.p1	TRINITY_GG_21501_c0_g2_i5.p1	TRINITY_GG_24267_c0_g1_i3.p1	TRINITY_GG_18968_c0_g1_i5.p1
OG0004035	TRINITY_GG_1373_c0_g1_i1.p1	TRINITY_GG_30006_c0_g1_i2.p1	TRINITY_GG_12677_c1_g1_i1.p1	TRINITY_GG_35105_c0_g1_i1.p1
OG0004036	TRINITY_GG_13741_c0_g1_i2.p1	TRINITY_GG_21501_c2_g1_i4.p1	TRINITY_GG_24267_c1_g1_i2.p1	TRINITY_GG_18972_c10_g1_i1.p1
OG0004037	TRINITY_GG_13744_c0_g2_i1.p1	TRINITY_GG_769_c0_g1_i1.p1	TRINITY_GG_7677_c0_g1_i1.p1	TRINITY_GG_21453_c0_g1_i3.p1
OG0004038	TRINITY_GG_13747_c0_g1_i3.p2	TRINITY_GG_775_c0_g1_i17.p2	TRINITY_GG_7675_c0_g1_i32.p2	TRINITY_GG_21452_c0_g1_i9.p2
OG0004039	TRINITY_GG_13747_c0_g1_i3.p1	TRINITY_GG_775_c0_g1_i17.p1	TRINITY_GG_7675_c0_g1_i32.p1	TRINITY_GG_21452_c0_g1_i9.p1
OG0004040	TRINITY_GG_13758_c0_g1_i11.p1	TRINITY_GG_7480_c0_g1_i1.p1	TRINITY_GG_10238_c0_g1_i15.p1	TRINITY_GG_20393_c0_g1_i10.p1
OG0004041	TRINITY_GG_13762_c0_g1_i1.p2	TRINITY_GG_18107_c16_g1_i5.p2	TRINITY_GG_13884_c6_g3_i1.p2	TRINITY_GG_5985_c1_g1_i1.p2
OG0004042	TRINITY_GG_13762_c0_g1_i1.p1	TRINITY_GG_18107_c16_g1_i5.p1	TRINITY_GG_13884_c6_g3_i1.p1	TRINITY_GG_5985_c1_g1_i1.p1
OG0004043	TRINITY_GG_13762_c2_g1_i5.p1	TRINITY_GG_18107_c2_g1_i3.p1	TRINITY_GG_13884_c3_g1_i17.p1	TRINITY_GG_5985_c0_g1_i5.p1
OG0004044	TRINITY_GG_13764_c0_g1_i37.p1	TRINITY_GG_18107_c4_g1_i12.p1	TRINITY_GG_13884_c7_g2_i2.p1	TRINITY_GG_5989_c2_g2_i1.p1
OG0004045	TRINITY_GG_13764_c12_g1_i6.p1	TRINITY_GG_18107_c7_g3_i2.p1	TRINITY_GG_13884_c12_g1_i3.p1	TRINITY_GG_5984_c0_g1_i1.p1
OG0004046	TRINITY_GG_13764_c1_g1_i84.p1	TRINITY_GG_18107_c0_g1_i30.p1	TRINITY_GG_13884_c0_g1_i49.p1	TRINITY_GG_5989_c0_g1_i64.p1
OG0004047	TRINITY_GG_13764_c1_g2_i1.p1	TRINITY_GG_18107_c3_g1_i4.p1	TRINITY_GG_13884_c5_g1_i4.p1	TRINITY_GG_5989_c2_g1_i5.p1
OG0004048	TRINITY_GG_13765_c0_g1_i10.p1	TRINITY_GG_18106_c8_g3_i2.p1	TRINITY_GG_13887_c0_g1_i6.p1	TRINITY_GG_5983_c13_g2_i1.p1
OG0004049	TRINITY_GG_13765_c1_g1_i11.p1	TRINITY_GG_18106_c0_g1_i29.p1	TRINITY_GG_13885_c0_g1_i56.p1	TRINITY_GG_5983_c0_g1_i73.p1
OG0004050	TRINITY_GG_13767_c0_g1_i17.p2	TRINITY_GG_1678_c0_g1_i2.p1	TRINITY_GG_31531_c0_g1_i7.p1	TRINITY_GG_9659_c0_g1_i16.p1
OG0004051	TRINITY_GG_13783_c0_g1_i23.p2	TRINITY_GG_30839_c2_g1_i21.p2	TRINITY_GG_29161_c2_g1_i69.p2	TRINITY_GG_24447_c0_g1_i24.p2
OG0004052	TRINITY_GG_13783_c0_g1_i23.p1	TRINITY_GG_30839_c2_g1_i21.p1	TRINITY_GG_29161_c2_g1_i69.p1	TRINITY_GG_24447_c0_g1_i24.p1
OG0004053	TRINITY_GG_13783_c1_g1_i64.p1	TRINITY_GG_30839_c1_g1_i309.p1	TRINITY_GG_29161_c1_g1_i209.p1	TRINITY_GG_24447_c1_g1_i82.p1
OG0004054	TRINITY_GG_13783_c1_g1_i64.p3	TRINITY_GG_30839_c1_g1_i309.p3	TRINITY_GG_29161_c1_g1_i209.p3	TRINITY_GG_24447_c1_g1_i82.p3
OG0004055	TRINITY_GG_13783_c1_g1_i64.p4	TRINITY_GG_30839_c1_g1_i309.p5	TRINITY_GG_29161_c1_g1_i209.p5	TRINITY_GG_24447_c1_g1_i82.p5
OG0004057	TRINITY_GG_13789_c0_g1_i2.p1	TRINITY_GG_20659_c3_g1_i19.p1	TRINITY_GG_1991_c0_g1_i4.p1	TRINITY_GG_10862_c0_g2_i14.p1
OG0004058	TRINITY_GG_13789_c0_g1_i2.p2	TRINITY_GG_20659_c3_g1_i19.p3	TRINITY_GG_1991_c0_g1_i4.p2	TRINITY_GG_10862_c0_g2_i14.p2
OG0004059	TRINITY_GG_13789_c1_g1_i5.p3	TRINITY_GG_20659_c2_g1_i22.p3	TRINITY_GG_1991_c1_g1_i34.p1	TRINITY_GG_10859_c1_g1_i20.p3
OG0004060	TRINITY_GG_13789_c1_g1_i5.p1	TRINITY_GG_20659_c2_g1_i22.p1	TRINITY_GG_1991_c1_g1_i34.p2	TRINITY_GG_10859_c1_g1_i20.p1
OG0004061	TRINITY_GG_13793_c0_g1_i5.p2	TRINITY_GG_20659_c7_g1_i7.p2	TRINITY_GG_1993_c0_g1_i17.p2	TRINITY_GG_10859_c0_g4_i3.p2
OG0004062	TRINITY_GG_13793_c0_g1_i5.p1	TRINITY_GG_20659_c7_g1_i7.p1	TRINITY_GG_1993_c0_g1_i17.p1	TRINITY_GG_10859_c0_g4_i3.p1
OG0004063	TRINITY_GG_13793_c1_g1_i3.p2	TRINITY_GG_20659_c12_g1_i1.p1	TRINITY_GG_1982_c1_g2_i1.p1	TRINITY_GG_10859_c22_g1_i1.p2
OG0004064	TRINITY_GG_137_c0_g2_i4.p1	TRINITY_GG_16386_c1_g2_i1.p1	TRINITY_GG_28374_c0_g2_i3.p1	TRINITY_GG_27011_c0_g3_i1.p1
OG0004065	TRINITY_GG_137_c1_g1_i6.p1	TRINITY_GG_16386_c0_g1_i1.p1	TRINITY_GG_28374_c1_g1_i13.p1	TRINITY_GG_27011_c1_g1_i5.p1
OG0004066	TRINITY_GG_13800_c0_g2_i4.p1	TRINITY_GG_20659_c0_g1_i2.p1	TRINITY_GG_1983_c2_g1_i11.p1	TRINITY_GG_10865_c0_g1_i11.p1
OG0004067	TRINITY_GG_13801_c1_g1_i1.p1	TRINITY_GG_20656_c3_g1_i1.p1	TRINITY_GG_1992_c0_g1_i3.p1	TRINITY_GG_10869_c4_g1_i1.p1
OG0004068	TRINITY_GG_13806_c1_g1_i1.p1	TRINITY_GG_34130_c1_g1_i3.p1	TRINITY_GG_25753_c1_g1_i1.p1	TRINITY_GG_32142_c0_g1_i3.p1
OG0004069	TRINITY_GG_13806_c2_g1_i1.p1	TRINITY_GG_34130_c0_g1_i2.p1	TRINITY_GG_25753_c0_g1_i1.p1	TRINITY_GG_32142_c1_g1_i1.p1
OG0004070	TRINITY_GG_13807_c0_g1_i2.p1	TRINITY_GG_34130_c2_g1_i1.p1	TRINITY_GG_25753_c2_g1_i2.p1	TRINITY_GG_32143_c0_g1_i2.p1
OG0004071	TRINITY_GG_13809_c0_g1_i10.p1	TRINITY_GG_16660_c36_g1_i2.p1	TRINITY_GG_30740_c0_g1_i9.p1	TRINITY_GG_17243_c0_g1_i7.p1
OG0004073	TRINITY_GG_13809_c1_g1_i5.p1	TRINITY_GG_16660_c3_g1_i31.p1	TRINITY_GG_30738_c2_g1_i60.p1	TRINITY_GG_17242_c1_g1_i136.p1
OG0004074	TRINITY_GG_13809_c2_g1_i15.p1	TRINITY_GG_16660_c5_g1_i3.p1	TRINITY_GG_30738_c0_g1_i11.p1	TRINITY_GG_17242_c2_g1_i11.p1
OG0004075	TRINITY_GG_13809_c3_g1_i25.p1	TRINITY_GG_16660_c2_g1_i24.p2	TRINITY_GG_30738_c1_g1_i15.p1	TRINITY_GG_17242_c0_g1_i169.p2
OG0004076	TRINITY_GG_13809_c3_g2_i2.p1	TRINITY_GG_16660_c0_g1_i1.p1	TRINITY_GG_30738_c1_g1_i15.p2	TRINITY_GG_17242_c0_g1_i169.p1
OG0004077	TRINITY_GG_13809_c4_g1_i3.p1	TRINITY_GG_16660_c8_g1_i10.p1	TRINITY_GG_30738_c3_g1_i2.p1	TRINITY_GG_17242_c3_g2_i2.p1
OG0004078	TRINITY_GG_13809_c4_g2_i8.p1	TRINITY_GG_16660_c8_g3_i2.p1	TRINITY_GG_30738_c3_g3_i2.p1	TRINITY_GG_17242_c3_g1_i2.p1
OG0004079	TRINITY_GG_13809_c6_g2_i33.p1	TRINITY_GG_16660_c6_g1_i6.p1	TRINITY_GG_30740_c2_g1_i7.p1	TRINITY_GG_17243_c2_g1_i5.p1
OG0004080	TRINITY_GG_13809_c7_g1_i52.p1	TRINITY_GG_16660_c1_g1_i7.p3	TRINITY_GG_30740_c3_g1_i10.p1	TRINITY_GG_17243_c3_g1_i39.p1
OG0004081	TRINITY_GG_13809_c7_g1_i52.p2	TRINITY_GG_16660_c1_g1_i7.p2	TRINITY_GG_30740_c3_g1_i10.p2	TRINITY_GG_17243_c3_g1_i39.p2
OG0004083	TRINITY_GG_13811_c1_g1_i2.p1	TRINITY_GG_14832_c0_g1_i1.p1	TRINITY_GG_16596_c0_g1_i1.p1	TRINITY_GG_32606_c2_g1_i1.p1
OG0004084	TRINITY_GG_13813_c7_g1_i2.p1	TRINITY_GG_603_c0_g1_i5.p1	TRINITY_GG_3498_c0_g1_i1.p1	TRINITY_GG_33397_c0_g1_i2.p1
OG0004085	TRINITY_GG_13818_c0_g1_i6.p1	TRINITY_GG_10438_c0_g1_i2.p1	TRINITY_GG_10650_c0_g1_i3.p1	TRINITY_GG_34262_c2_g1_i12.p1
OG0004086	TRINITY_GG_13819_c0_g1_i2.p1	TRINITY_GG_10439_c0_g1_i2.p1	TRINITY_GG_10650_c2_g1_i2.p1	TRINITY_GG_34262_c4_g1_i1.p1
OG0004087	TRINITY_GG_13819_c1_g2_i3.p1	TRINITY_GG_10438_c1_g1_i7.p1	TRINITY_GG_10650_c3_g2_i3.p1	TRINITY_GG_34262_c1_g1_i9.p1
OG0004089	TRINITY_GG_13830_c0_g1_i1.p1	TRINITY_GG_19043_c0_g1_i1.p1	TRINITY_GG_22822_c0_g1_i1.p1	TRINITY_GG_16303_c0_g1_i3.p1
OG0004090	TRINITY_GG_13834_c0_g1_i34.p1	TRINITY_GG_30463_c1_g1_i14.p1	TRINITY_GG_7445_c0_g1_i17.p1	TRINITY_GG_17586_c1_g1_i3.p1
OG0004091	TRINITY_GG_13834_c0_g1_i34.p2	TRINITY_GG_30463_c1_g1_i14.p2	TRINITY_GG_7445_c0_g1_i17.p2	TRINITY_GG_17586_c0_g1_i7.p1
OG0004092	TRINITY_GG_13834_c1_g1_i2.p1	TRINITY_GG_30463_c0_g1_i2.p1	TRINITY_GG_7445_c1_g1_i9.p1	TRINITY_GG_17586_c0_g2_i1.p1
OG0004093	TRINITY_GG_13834_c2_g1_i17.p1	TRINITY_GG_30463_c2_g1_i2.p1	TRINITY_GG_7443_c0_g1_i38.p1	TRINITY_GG_17586_c2_g1_i5.p1
OG0004094	TRINITY_GG_13838_c0_g1_i1.p1	TRINITY_GG_2495_c5_g1_i3.p1	TRINITY_GG_27022_c4_g1_i7.p1	TRINITY_GG_33332_c0_g1_i2.p1
OG0004095	TRINITY_GG_13839_c0_g1_i16.p1	TRINITY_GG_2495_c3_g1_i13.p1	TRINITY_GG_27022_c1_g1_i45.p1	TRINITY_GG_33334_c2_g1_i33.p1
OG0004096	TRINITY_GG_13839_c1_g1_i30.p1	TRINITY_GG_2495_c60_g1_i4.p1	TRINITY_GG_27022_c3_g1_i1.p1	TRINITY_GG_33334_c7_g1_i1.p1
OG0004097	TRINITY_GG_13839_c2_g1_i2.p1	TRINITY_GG_2495_c6_g1_i1.p2	TRINITY_GG_27022_c7_g2_i3.p2	TRINITY_GG_33334_c4_g2_i5.p2
OG0004098	TRINITY_GG_13839_c3_g1_i4.p1	TRINITY_GG_2495_c2_g1_i1.p1	TRINITY_GG_27022_c5_g1_i2.p2	TRINITY_GG_33334_c6_g1_i1.p2
OG0004099	TRINITY_GG_13839_c3_g3_i1.p1	TRINITY_GG_2495_c3_g1_i13.p3	TRINITY_GG_27022_c1_g1_i45.p4	TRINITY_GG_33334_c5_g1_i2.p1
OG0004100	TRINITY_GG_13847_c6_g3_i1.p1	TRINITY_GG_30489_c0_g1_i10.p1	TRINITY_GG_32873_c0_g1_i4.p1	TRINITY_GG_26412_c1_g2_i3.p1
OG0004101	TRINITY_GG_13849_c0_g1_i2.p1	TRINITY_GG_10695_c0_g1_i3.p1	TRINITY_GG_24905_c0_g1_i2.p1	TRINITY_GG_4970_c0_g1_i3.p1
OG0004102	TRINITY_GG_13860_c0_g1_i1.p1	TRINITY_GG_30704_c0_g1_i1.p1	TRINITY_GG_30376_c0_g1_i1.p1	TRINITY_GG_31766_c1_g1_i1.p1
OG0004103	TRINITY_GG_13871_c0_g1_i1.p1	TRINITY_GG_17736_c0_g2_i2.p1	TRINITY_GG_12574_c0_g2_i1.p1	TRINITY_GG_14556_c0_g1_i6.p1
OG0004104	TRINITY_GG_13875_c1_g1_i18.p1	TRINITY_GG_28626_c0_g1_i2.p1	TRINITY_GG_3795_c0_g2_i11.p1	TRINITY_GG_25713_c1_g1_i13.p1
OG0004105	TRINITY_GG_13875_c3_g1_i2.p1	TRINITY_GG_28633_c0_g1_i3.p1	TRINITY_GG_3793_c0_g1_i2.p1	TRINITY_GG_25711_c1_g1_i2.p1
OG0004106	TRINITY_GG_13880_c0_g1_i4.p1	TRINITY_GG_29174_c0_g1_i2.p1	TRINITY_GG_21103_c0_g1_i3.p1	TRINITY_GG_3658_c2_g1_i3.p1
OG0004107	TRINITY_GG_13884_c0_g1_i1.p1	TRINITY_GG_5428_c2_g1_i1.p1	TRINITY_GG_979_c0_g1_i1.p1	TRINITY_GG_27049_c1_g1_i1.p1
OG0004108	TRINITY_GG_13896_c0_g1_i4.p1	TRINITY_GG_2562_c0_g1_i4.p1	TRINITY_GG_21283_c0_g1_i4.p1	TRINITY_GG_10260_c0_g1_i2.p1
